timestamp,V1,V2,V3,amount
2017-08-25 13:35:33,-0.246045949,0.473266903,1.695737554,30.49
2017-08-25 13:35:33,-1.452187279,1.765123739,0.611668541,1.8
2017-08-25 13:37:37,0.996369532,-0.122588787,0.546819473,20.53
2017-08-25 13:37:37,1.110880342,0.168716771,0.51714396,6.54
2017-08-25 13:40:43,1.24905472,-0.624727077,-0.710588904,29.89
2017-08-25 13:40:43,-2.008871795,2.198526503,0.14424174,2.35
2017-08-25 13:41:45,-0.607877143,1.031345078,1.740449737,14.8
2017-08-25 13:41:45,-0.935731509,0.170415774,2.746261269,9.1
2017-08-25 13:42:47,-0.762255666,0.127767752,2.650056386,15.99
2017-08-25 13:42:47,1.138315566,0.05695597,0.649418965,21.34
2017-08-25 13:42:47,-0.291540245,0.445575314,1.249752116,18.95
2017-08-25 13:42:47,0.201685891,0.497483215,1.373912574,9.99
2017-08-25 13:43:49,1.386396974,-0.794209465,0.778224191,30.9
2017-08-25 13:43:49,-1.063235679,1.418190626,1.086672863,20.22
2017-08-25 13:43:49,1.199355934,0.129953155,0.863584971,0.99
2017-08-25 13:44:51,-1.004929339,-0.985977681,-0.038038829,1402.95
2017-08-25 13:44:51,-1.169422458,1.15831387,1.406799536,7.99
2017-08-25 13:44:51,1.095524606,-0.116085346,1.397911915,2.09
2017-08-25 13:45:53,1.295667621,0.341483451,0.081505199,0.99
2017-08-25 13:46:55,0.158331782,0.872687435,0.965524582,21.76
2017-08-25 13:47:57,-0.554064565,0.215728298,0.844264629,120.96
2017-08-25 13:47:57,-1.330881575,0.267540227,-0.168469574,13.84
2017-08-25 13:48:59,1.110692004,0.081941901,0.406063037,13.84
2017-08-25 13:50:01,1.154312117,0.265462317,0.384870524,2.67
2017-08-25 13:50:01,0.986063326,-0.202964587,-0.492768147,169.05
2017-08-25 13:50:01,1.138759336,-1.192952827,1.407130836,96.94
2017-08-25 13:50:01,1.145524387,0.575067968,0.19400846,34.13
2017-08-25 13:51:03,-0.249361328,0.399227373,0.068009334,32.51
2017-08-25 13:51:03,-0.522666281,1.009923002,0.276469595,243.66
2017-08-25 13:53:07,-0.899992449,0.136254782,1.88366471,21.55
2017-08-25 13:53:07,-0.714764019,0.514968589,1.821675627,59.9
2017-08-25 13:53:07,-0.948896383,0.24841362,2.956914245,0.75
2017-08-25 13:53:07,0.927060249,-0.323683972,0.387584831,45.71
2017-08-25 13:55:11,-1.923213204,-0.870482324,2.320169629,35
2017-08-25 13:55:11,1.006588583,-0.071105357,0.34761371,67.97
2017-08-25 13:55:11,-0.378244635,0.732925473,-0.120154211,11.45
2017-08-25 13:56:13,1.197838599,0.236827618,0.509605002,3.63
2017-08-25 13:57:15,-0.580628965,0.482683933,1.33312308,21.66
2017-08-25 13:57:15,-1.793406244,1.854603991,0.979513977,26.72
2017-08-25 13:58:17,1.098608346,0.202423564,0.525455972,13.18
2017-08-25 13:58:17,-0.549626145,0.418949154,1.729833252,59.99
2017-08-25 13:58:17,0.92154368,-0.067083754,0.077461028,135.51
2017-08-25 13:59:19,-0.57152075,1.071600449,1.28011025,9.79
2017-08-25 13:59:19,-0.671708548,0.594502594,0.216415944,14.8
2017-08-25 14:00:21,1.259873136,0.254239576,0.514788628,1.98
2017-08-25 14:01:23,1.147368927,0.059034645,0.263632341,6.67
2017-08-25 14:01:23,-3.005236722,2.600138202,1.483690737,1.46
2017-08-25 14:02:25,-1.198967674,-1.474100471,1.840325987,89.17
2017-08-25 14:03:27,1.202398328,0.321711387,0.281210894,7.53
2017-08-25 14:04:29,-4.575092608,-4.429183775,3.402585004,200.01
2017-08-25 14:04:29,-0.77345,0.853112494,0.818253542,0.76
2017-08-25 14:05:31,-0.847998366,1.04345933,1.267368892,20.22
2017-08-25 14:05:31,0.086996191,-0.051988742,-0.497882442,10.84
2017-08-25 14:08:37,-0.773292609,-4.14600725,-0.932037567,1142.02
2017-08-25 14:08:37,0.921024019,-0.162446861,-0.094331367,149.9
2017-08-25 14:09:39,1.069141385,0.043785925,0.309867291,89.4
2017-08-25 14:09:39,1.107029377,0.216441,0.53837815,26.72
2017-08-25 14:11:43,-1.035105818,0.996013128,2.192470136,5.99
2017-08-25 14:13:47,1.212510891,-0.099054296,-1.192094095,34.7
2017-08-25 14:13:47,-0.658304934,0.406790567,2.037460639,54.99
2017-08-25 14:13:47,0.959601659,0.370711305,0.88861337,7.55
2017-08-25 14:16:53,-0.653444627,0.160225077,1.592255555,19.85
2017-08-25 14:16:53,-1.494667841,0.8372414,2.628210618,28.28
2017-08-25 14:17:55,1.232996465,0.189453734,0.491040321,15.99
2017-08-25 14:17:55,1.156939065,0.037215117,0.556799036,2.69
2017-08-25 14:17:55,-0.770196383,0.483572416,1.901071779,22.36
2017-08-25 14:18:57,0.29850317,2.142721516,-1.542142972,0.78
2017-08-25 14:18:57,-0.60802693,0.306693601,1.47300415,168.56
2017-08-25 14:18:57,-1.766644699,2.352984306,-0.00995516,0.76
2017-08-25 14:18:57,-2.220641827,1.029180718,-0.697723602,9.47
2017-08-25 14:19:59,-0.426071694,-0.06030377,2.220828203,21.8
2017-08-25 14:21:01,1.331897157,-0.579961843,0.422605532,14.48
2017-08-25 14:23:05,1.162280884,1.24817825,-1.581317148,1
2017-08-25 14:23:05,1.239048053,0.293284417,0.08647196,1
2017-08-25 14:23:05,0.925996613,-0.358098896,1.376721528,70.6
2017-08-25 14:23:05,1.148186926,0.085837072,0.120702062,19.77
2017-08-25 14:24:07,1.038370334,0.127486127,0.184455888,1.18
2017-08-25 14:24:07,1.038370334,0.127486127,0.184455888,1.18
2017-08-25 14:24:07,1.038370334,0.127486127,0.184455888,1.18
2017-08-25 14:24:07,1.038370334,0.127486127,0.184455888,1.18
2017-08-25 14:25:09,-1.439068817,0.267631399,3.56277034,81.13
2017-08-25 14:26:11,-1.024576049,0.522289106,1.787699074,50
2017-08-25 14:26:11,-0.997175759,0.228365302,1.715339938,86.43
2017-08-25 14:27:13,-1.165721747,1.485336811,0.156418075,11.83
2017-08-25 14:27:13,-1.18595403,-0.21880844,1.101004831,49.95
2017-08-25 14:27:13,-0.427190854,0.745708409,1.761811025,9.12
2017-08-25 14:28:15,-0.622478372,0.014881395,1.052488736,104.94
2017-08-25 14:28:15,-0.291241163,1.515688499,1.514354894,4.68
2017-08-25 14:28:15,-1.760402481,0.221924153,0.579949898,62.92
2017-08-25 14:28:15,-0.590589254,0.235248304,2.354921509,18.31
2017-08-25 14:29:17,-2.374380306,0.59714527,0.0366561,80
2017-08-25 14:30:19,-0.655264276,0.409898543,1.289156438,32.51
2017-08-25 14:30:19,-3.007739051,0.929514494,-0.423720855,39.95
2017-08-25 14:31:21,1.11104797,0.215351844,0.374072564,68.74
2017-08-25 14:32:23,-3.591826161,1.348370368,-0.998492354,79
2017-08-25 14:32:23,-0.888004366,0.913669852,1.146088038,5.9
2017-08-25 14:33:25,-1.864989682,0.910873769,1.724862787,7.69
2017-08-25 14:33:25,-0.833200336,0.778787123,2.619236664,79.91
2017-08-25 14:33:25,-1.897330739,0.955626146,0.052542631,552.18
2017-08-25 14:34:27,1.119272304,-0.669639047,0.803807372,67.3
2017-08-25 14:34:27,-0.792329167,-0.84066372,2.61046459,21.97
2017-08-25 14:34:27,-0.481375994,1.003406701,0.906183669,4.99
2017-08-25 14:35:29,1.327883886,-0.735011946,1.502449134,11.99
2017-08-25 14:35:29,-4.25759744,1.649489166,-1.591241672,124.67
2017-08-25 14:37:33,-5.101877144,1.897021804,-3.458033555,919.6
2017-08-25 14:38:35,1.287226467,-0.824683124,1.346422851,30.9
2017-08-25 14:39:37,0.270724788,-1.615316758,1.054982089,459.39
2017-08-25 14:39:37,-0.589855944,0.933069872,-0.268072621,37.13
2017-08-25 14:41:41,1.276133783,0.211469552,0.143000512,1.98
2017-08-25 14:41:41,-1.822272728,1.235335536,-0.307804337,15.89
2017-08-25 14:42:43,-5.285970513,4.847323197,-1.290368385,8.95
2017-08-25 14:42:43,0.607153014,-0.957413454,0.761504743,268.78
2017-08-25 14:42:43,-0.238410956,0.509262765,1.952000704,2.99
2017-08-25 14:43:45,-0.853806864,0.127391777,1.267277185,322.44
2017-08-25 14:43:45,-1.640014273,-0.479831346,1.613630324,937.69
2017-08-25 14:45:49,1.057021329,-0.646955978,0.729166619,69
2017-08-25 14:45:49,-0.343711498,1.118614619,1.293385823,2.28
2017-08-25 14:45:49,1.31617765,-0.105593976,-0.246480374,7.21
2017-08-25 14:45:49,1.195571618,0.258857846,0.635796446,1.29
2017-08-25 14:47:53,1.273817893,0.058009054,-1.312427634,17.8
2017-08-25 14:48:55,-0.646513324,1.004198501,1.61622395,14.98
2017-08-25 14:48:55,1.027114369,-1.272542866,0.673656443,159
2017-08-25 14:49:57,-0.88399565,-0.150764823,2.291790721,142.71
2017-08-25 14:49:57,1.081033083,-0.256543414,0.426971283,84.39
2017-08-25 14:50:59,-0.378601661,0.274578968,-0.129487732,182.95
2017-08-25 14:54:05,-1.409009452,0.563492506,3.350717448,23.27
2017-08-25 14:54:05,-0.94089284,1.074154764,1.759398089,9.99
2017-08-25 14:54:05,1.245743808,0.438877833,0.316139712,4.19
2017-08-25 14:54:05,-6.093247805,-12.11421274,-5.694973183,3828.04
2017-08-25 14:56:09,1.00023399,-0.29522731,1.308259453,35.97
2017-08-25 14:56:09,1.175094093,0.408263222,0.552145163,1
2017-08-25 14:57:11,-0.306311186,0.991271929,1.41449133,24.57
2017-08-25 14:58:13,1.175124777,0.661341182,-0.47747646,1
2017-08-25 14:59:15,-0.81716449,0.548007876,1.987429001,148.43
2017-08-25 14:59:15,1.206065239,-0.124884657,0.118939145,25.8
2017-08-25 15:01:19,-1.276830337,-0.903556664,1.477104935,110.4
2017-08-25 15:01:19,-0.591932651,0.111272819,0.699125647,13.95
2017-08-25 15:02:21,-0.820860222,1.02256699,1.996560362,9.99
2017-08-25 15:03:23,-4.816021799,-3.345061058,0.566005642,937.69
2017-08-25 15:03:23,1.102697857,0.103965143,0.934478734,54.99
2017-08-25 15:04:25,1.147553856,0.543491091,0.504579173,31.17
2017-08-25 15:05:27,1.194066271,-0.072582233,0.635285626,23.88
2017-08-25 15:05:27,-0.284446202,1.069098947,0.930510616,4.49
2017-08-25 15:06:29,-0.182928163,-0.920683415,1.818758315,137
2017-08-25 15:08:33,0.805681804,-0.220451375,2.371309722,37.89
2017-08-25 15:08:33,-1.010266597,-0.540014019,2.518624344,82.29
2017-08-25 15:09:35,1.254913507,0.350287347,0.302487785,2.69
2017-08-25 15:09:35,1.431053409,-0.648101141,-0.331663901,20
2017-08-25 15:12:41,-0.868565326,0.684978078,2.013745177,29.99
2017-08-25 15:14:45,-0.505728362,0.66630036,1.08099302,40
2017-08-25 15:14:45,0.968783929,-0.501798126,-1.333558486,160.86
2017-08-25 15:15:47,-0.614586106,0.975396462,1.689026908,8.93
2017-08-25 15:15:47,1.105253453,0.541842002,0.839421415,6.24
2017-08-25 15:15:47,-1.710934768,-1.366798712,2.217310673,230
2017-08-25 15:16:49,-2.807064506,1.183098325,2.974779375,43.71
2017-08-25 15:16:49,0.853907974,-0.527163873,0.823846175,165.55
2017-08-25 15:16:49,-0.724910392,0.073475018,1.739546615,113
2017-08-25 15:18:53,1.356489323,-0.221355461,-1.236995618,1.54
2017-08-25 15:19:55,-0.549716076,0.907665152,1.59794893,10
2017-08-25 15:19:55,1.239494808,-0.182609248,0.155058296,8.8
2017-08-25 15:21:59,-0.485237731,0.658496594,1.949966622,5.97
2017-08-25 15:21:59,1.353283086,-0.694899979,0.970826107,15.93
2017-08-25 15:23:01,-1.007390583,1.261943319,1.207202744,10
2017-08-25 15:24:03,-0.394815704,1.054418297,1.206361271,3.87
2017-08-25 15:24:03,-1.571359311,1.687508027,0.734670438,10
2017-08-25 15:25:05,0.709335678,-0.011679155,-0.530212955,35.97
2017-08-25 15:27:09,1.101762442,-0.119018463,1.139150275,22.37
2017-08-25 15:27:09,1.207207324,0.241318029,0.258744961,4.57
2017-08-25 15:27:09,-0.54188941,0.907744834,0.941841931,23.57
2017-08-25 15:28:11,-0.568284748,1.195094545,0.694741497,13.99
2017-08-25 15:29:13,0.753307852,-1.131593257,0.878730366,226.07
2017-08-25 15:30:15,-0.986639536,0.054619774,0.89218939,148.81
2017-08-25 15:31:17,0.951278276,-0.657729594,1.701883533,58
2017-08-25 15:32:19,1.175477978,0.167881283,0.509908525,1.29
2017-08-25 15:32:19,-4.636533664,-5.931717441,-0.227301246,65
2017-08-25 15:32:19,-3.222745011,-1.932775704,2.923241828,11
2017-08-25 15:32:19,0.693502989,-1.134232023,0.782844002,257.3
2017-08-25 15:32:19,1.007947057,-1.289492351,0.666740851,169
2017-08-25 15:33:21,1.180458002,0.33426698,0.395177877,9.9
2017-08-25 15:34:23,1.211406024,0.007849756,0.950798395,9.99
2017-08-25 15:34:23,1.288255622,0.085827584,-1.179482142,4.9
2017-08-25 15:35:25,-2.143457532,2.107826158,0.213151876,39.95
2017-08-25 15:36:27,-1.032939915,0.680608052,1.402550125,15.36
2017-08-25 15:37:29,1.122578642,0.222573144,0.481927939,9.9
2017-08-25 15:37:29,-2.420412824,1.947885385,0.553646043,6
2017-08-25 15:37:29,-2.420412824,1.947885385,0.553646043,6
2017-08-25 15:37:29,-2.419485626,1.949345704,0.552997661,6.74
2017-08-25 15:37:29,-2.419485626,1.949345704,0.552997661,6.74
2017-08-25 15:39:33,0.912979151,-0.652999555,0.298165153,170.43
2017-08-25 15:39:33,-2.687977969,4.390230199,-2.360483061,0.89
2017-08-25 15:42:39,-0.399879707,1.051965788,1.390802023,0.89
2017-08-25 15:44:43,0.095490023,-2.557694205,-1.134054856,614.87
2017-08-25 15:45:45,-0.648576026,0.740564583,1.8003815,22.99
2017-08-25 15:45:45,-0.903628224,-0.233362598,2.580863531,71.26
2017-08-25 15:46:47,1.190844167,-0.608426894,0.069096521,127.69
2017-08-25 15:46:47,1.315601305,0.413148285,-0.018953104,1.98
2017-08-25 15:47:49,-0.546215295,0.878083882,1.523176388,6.45
2017-08-25 15:47:49,1.171953522,0.311213252,0.313605078,1.29
2017-08-25 15:48:51,0.714401042,-0.493905247,1.269484559,184.31
2017-08-25 15:48:51,-3.494860856,-2.894449732,1.637988839,500
2017-08-25 15:48:51,1.325295228,-1.138678066,1.276265636,10
2017-08-25 15:50:55,-0.600816388,0.922454526,-0.13595182,1.79
2017-08-25 15:50:55,-0.159985037,-0.611632858,2.081419302,10
2017-08-25 15:52:59,1.171438903,0.474973976,0.011760718,20
2017-08-25 15:52:59,-1.551481611,-1.053346034,0.762805729,700
2017-08-25 15:55:03,1.039964313,-0.53435531,1.865190286,22
2017-08-25 15:57:07,1.212056805,0.246405411,0.309165988,2.28
2017-08-25 15:57:07,-0.433211486,1.020835125,2.019730198,65.26
2017-08-25 15:57:07,0.073496706,0.55103296,0.451890424,0.99
2017-08-25 16:00:13,1.321778325,0.658048335,-0.793312359,1
2017-08-25 16:00:13,-0.827464823,1.248569678,1.023826113,44.2
2017-08-25 16:00:13,-1.32906237,1.955889812,1.118275164,5.42
2017-08-25 16:01:15,1.27496709,-0.778783352,1.162452685,42.9
2017-08-25 16:02:17,-4.066862271,-5.081215162,-0.11690781,355.51
2017-08-25 16:04:21,-0.365531734,1.006931845,1.108303668,0.89
2017-08-25 16:04:21,-0.957819798,0.247979463,3.772856852,71.69
2017-08-25 16:05:23,-1.428534961,1.793577778,0.545758239,2.29
2017-08-25 16:05:23,1.264698666,0.168285518,-0.275340024,1.29
2017-08-25 16:12:37,-0.431091692,0.89075179,1.720542847,27.99
2017-08-25 16:13:39,-0.782666195,1.017986502,1.50585133,23.63
2017-08-25 16:13:39,1.294032785,-0.762808543,0.111245009,48
2017-08-25 16:14:41,-0.723637212,0.15449565,1.263163339,318.5
2017-08-25 16:14:41,1.136752053,-0.103769567,0.904686444,6.47
2017-08-25 16:16:45,0.726749304,-0.528042418,0.050365515,224.97
2017-08-25 16:16:45,-0.598071289,1.264136546,1.410326046,75.83
2017-08-25 16:17:47,1.199277668,0.365737836,0.428155251,1.98
2017-08-25 16:17:47,-0.143256003,0.743648518,1.534072207,1.98
2017-08-25 16:18:49,-0.241301703,1.089311472,0.703988825,4.65
2017-08-25 16:20:53,0.066060772,0.8762634,1.093992968,23.32
2017-08-25 16:21:55,1.168433389,0.319977589,0.589693418,8.09
2017-08-25 16:23:59,-1.505779164,-0.215325117,1.991294276,82.29
2017-08-25 16:23:59,-0.913599729,0.162262106,0.541428519,99.95
2017-08-25 16:23:59,0.075749698,1.026985684,0.83489051,20
2017-08-25 16:23:59,0.803845921,-0.571718052,1.048092695,127.75
2017-08-25 16:23:59,-0.549414252,0.676860674,2.151949976,20.7
2017-08-25 16:26:03,-0.351286911,1.183753559,0.530794296,1.79
2017-08-25 16:27:05,-0.922515164,0.84157679,2.078000014,37.2
2017-08-25 16:28:07,-1.131517179,1.016398669,0.735810425,1
2017-08-25 16:28:07,-0.773295862,-0.190661402,2.404946261,32.77
2017-08-25 16:28:07,-0.931154307,0.82588911,0.168007968,5.99
2017-08-25 16:30:11,-0.278287825,0.866213738,-0.300620201,0.89
2017-08-25 16:30:11,1.198658495,-0.420333822,0.014599158,63.9
2017-08-25 16:33:17,-0.923891761,0.568852442,1.244235999,6.45
2017-08-25 16:33:17,1.02926862,-0.516292307,1.291785339,61.18
2017-08-25 16:33:17,1.187706334,-0.141019355,0.563458522,9.99
2017-08-25 16:34:19,-0.304922925,-0.521387699,1.341180514,196.7
2017-08-25 16:34:19,-1.269461299,-1.027152549,2.261372999,79
2017-08-25 16:38:27,0.860652097,-0.247375224,0.754082235,137.3
2017-08-25 16:38:27,-0.938225555,0.104717344,1.309641702,39.94
2017-08-25 16:38:27,-0.18842395,0.87760183,-0.73468591,1.98
2017-08-25 16:39:29,1.182398882,0.059488688,0.310672612,12.99
2017-08-25 16:40:31,-1.499761074,1.059588047,0.496912353,153.91
2017-08-25 16:40:31,-1.427151559,-0.527766419,2.460153272,101
2017-08-25 16:40:31,-0.370562536,0.599809965,0.216683002,10.27
2017-08-25 16:43:37,-5.852465108,5.26737615,-1.761894935,8.97
2017-08-25 16:43:37,-0.742877146,0.563251743,1.207243263,1.19
2017-08-25 16:43:37,1.228501161,0.091870473,-0.268384945,45
2017-08-25 16:43:37,-0.572010633,0.374980871,0.923823033,95.56
2017-08-25 16:43:37,-0.429224487,0.698849366,1.588982428,13.99
2017-08-25 16:44:39,1.293927047,0.338070714,-0.042758725,12.99
2017-08-25 16:45:41,0.263523486,-1.812896806,-0.311086762,526.96
2017-08-25 16:45:41,-0.247826973,-0.28268211,1.653354215,70
2017-08-25 16:47:45,-0.263380494,0.959102737,0.285739874,4.38
2017-08-25 16:49:49,1.087791655,-0.143548188,1.374291017,12.99
2017-08-25 16:51:53,-2.421229941,-1.369602127,2.261281491,24
2017-08-25 16:52:55,-0.3917246,1.106354995,0.787765451,1
2017-08-25 16:52:55,-1.045668501,0.485509651,1.569232319,17.56
2017-08-25 16:52:55,1.201989343,-0.034451788,0.696627869,12.99
2017-08-25 16:54:59,-0.59206007,0.785903889,2.806517307,18.96
2017-08-25 16:54:59,1.219112097,0.053694134,-0.18032073,22.58
2017-08-25 16:56:01,-0.342871277,-0.199545805,1.976352578,99.82
2017-08-25 16:56:01,-1.177731398,0.318500556,1.727122639,25.36
2017-08-25 16:57:03,-0.352704348,0.975517479,1.603364515,7.81
2017-08-25 16:57:03,1.086971163,0.045122322,0.475774395,18.61
2017-08-25 16:57:03,-0.44364031,0.981192772,1.234397173,49.99
2017-08-25 16:57:03,1.081026808,-0.13945451,0.483881152,17.24
2017-08-25 17:00:09,1.478772853,-0.551088522,-0.52315164,34
2017-08-25 17:00:09,-0.608830735,0.876837021,2.495715337,35.11
2017-08-25 17:02:13,-1.465380992,1.382171684,1.019789918,1
2017-08-25 17:02:13,1.120599263,-0.313307918,0.3953088,29.95
2017-08-25 17:03:15,1.105767571,0.333011981,0.184148099,45.3
2017-08-25 17:05:19,-0.420269748,0.814760402,1.513242393,79.18
2017-08-25 17:06:21,-0.961507377,0.743351362,1.173581813,26.98
2017-08-25 17:06:21,0.28309985,0.819283967,1.05430883,1.98
2017-08-25 17:09:27,-0.602482641,0.479088625,0.549750379,42.81
2017-08-25 17:10:29,-0.663511067,-0.044443226,1.029253315,25
2017-08-25 17:11:31,-1.169086543,1.096292458,0.669688007,0.99
2017-08-25 17:11:31,-0.438337379,1.028363751,1.455501718,7.14
2017-08-25 17:12:33,1.260247838,-0.020171924,-1.16438654,9.99
2017-08-25 17:12:33,-0.473290464,0.479627277,1.528537859,32.51
2017-08-25 17:13:35,-0.992403869,1.62659146,0.960247699,8.99
2017-08-25 17:14:37,1.167526651,-0.318288402,0.502463956,10
2017-08-25 17:16:41,-1.142320931,0.626404913,2.526916953,10.62
2017-08-25 17:16:41,-2.39844587,2.022960549,1.628461705,4.81
2017-08-25 17:16:41,-0.849347742,1.019507723,1.517236217,12.2
2017-08-25 17:16:41,1.181571969,0.241407903,0.024536924,12.31
2017-08-25 17:17:43,-0.398935075,0.941953268,1.359288453,2.69
2017-08-25 17:19:47,-1.118945511,-0.071366221,2.80776898,100.37
2017-08-25 17:21:51,-1.077045918,2.140915813,1.152883756,1.5
2017-08-25 17:21:51,1.311258486,0.07502777,-1.292832404,1.98
2017-08-25 17:21:51,-1.069199853,1.239963348,0.545157122,2.98
2017-08-25 17:22:53,-0.685769792,0.554019231,2.014829479,18.94
2017-08-25 17:23:55,-0.216866831,0.900896218,1.502850277,10
2017-08-25 17:24:57,-0.788406123,1.125172284,0.9342131,13.28
2017-08-25 17:25:59,-1.337374908,1.109391198,1.39622252,5.96
2017-08-25 17:27:01,1.206637834,0.143344829,-0.131755553,31.8
2017-08-25 17:27:01,1.071812684,-0.249927203,0.189825005,120
2017-08-25 17:27:01,-0.238642949,-0.146691284,0.829323343,24
2017-08-25 17:28:03,-2.395433913,-1.545369136,1.9193912,231.71
2017-08-25 17:32:11,-1.377245329,0.714822534,2.507512766,13.53
2017-08-25 17:32:11,-0.471795901,0.523168691,1.948966931,18.45
2017-08-25 17:33:13,-0.599318041,0.88752482,1.57921402,1.98
2017-08-25 17:34:15,1.130932761,0.178069339,0.533439524,13.79
2017-08-25 17:35:17,-0.942940341,0.206074136,1.625992033,20.17
2017-08-25 17:35:17,1.095067418,-0.014392712,1.408552105,9.99
2017-08-25 17:35:17,-1.569485289,-1.932133383,1.249202816,55.45
2017-08-25 17:35:17,-0.363607748,1.104008326,1.300678453,0.99
2017-08-25 17:36:19,1.45590577,-0.928378048,0.353459043,26.5
2017-08-25 17:36:19,1.026701748,-0.661664688,0.8976009,99
2017-08-25 17:36:19,1.075229011,-0.335339468,1.680467942,5.46
2017-08-25 17:37:21,1.260327831,0.299160898,0.527681133,1.98
2017-08-25 17:39:25,1.143648911,0.128210203,0.407255475,49.99
2017-08-25 17:41:29,-0.293838836,-0.044368922,1.093145532,24.84
2017-08-25 17:41:29,-0.561092494,0.508697738,1.428463595,13.08
2017-08-25 17:41:29,-0.491003017,0.906952627,1.64542282,9.03
2017-08-25 17:41:29,0.073631482,1.051207329,-0.281222562,1
2017-08-25 17:42:31,-2.56496105,2.470984542,2.64941697,10.35
2017-08-25 17:42:31,1.289672517,-0.69439938,0.98668348,14.9
2017-08-25 17:42:31,0.982539104,-0.229085198,0.00305057,154.4
2017-08-25 17:43:33,0.992495952,-0.658003087,1.028642552,122.36
2017-08-25 17:43:33,-0.071003726,2.114930867,-3.597858245,2.28
2017-08-25 17:44:35,1.146065394,0.285853394,0.562438674,6.54
2017-08-25 17:45:37,1.32062603,-1.17433822,0.713431142,2.6
2017-08-25 17:45:37,-0.334463053,0.826789327,2.207683,6.47
2017-08-25 17:46:39,-1.35693549,0.033723808,1.874195372,52.95
2017-08-25 17:47:41,1.196192808,0.245161003,0.631947468,0.89
2017-08-25 17:47:41,-0.6897383,1.086090799,1.260978185,5.99
2017-08-25 17:48:43,0.867478767,-1.102251502,0.608958681,208.38
2017-08-25 17:49:45,1.124354943,-0.132953465,0.58846703,32.51
2017-08-25 17:49:45,-0.79297044,0.273688003,2.612040285,6.51
2017-08-25 17:49:45,0.216726738,0.710626489,1.224875937,18
2017-08-25 17:50:47,-0.586189994,0.490033022,0.564065152,1.98
2017-08-25 17:51:49,-0.363518694,0.055464405,1.85757124,70.33
2017-08-25 17:54:55,-1.092301406,0.430750476,1.249784913,2.69
2017-08-25 17:55:57,-0.85706252,0.204627008,2.186984767,19.29
2017-08-25 17:55:57,-0.365229402,1.104352159,1.290216783,8.99
2017-08-25 17:56:59,0.878794493,-0.266909198,0.409706011,109.15
2017-08-25 17:59:03,-0.35646619,0.725417515,1.971748889,0
2017-08-25 17:59:03,0.057779947,1.550355631,-1.950407891,27
2017-08-25 17:59:03,-0.426029991,1.04118389,1.063793175,2
2017-08-25 17:59:03,-0.669415282,-0.169043615,1.301836628,11.64
2017-08-25 18:00:05,0.948031797,0.318724757,0.730590898,94.5
2017-08-25 18:00:05,-0.529995755,0.766553613,1.759393427,2.31
2017-08-25 18:01:07,1.141436475,0.081893438,0.503624885,7.89
